Tamanho,F1_Macro,Features
7,0.6599653863532267,mfcc_mean + wav_detail_lvl5_std + wav_approx_std + spec_skew + spec_kurtosis + wav_detail_lvl3_std + wav_detail_lvl4_std
8,0.65995534647896,mfcc_mean + spec_skew + mfcc_1 + NDSI + spec_kurtosis + mfcc_var + wav_detail_lvl3_std + wav_detail_lvl4_std
5,0.6598463989348344,wav_detail_lvl5_std + spec_kurtosis + mfcc_var + wav_detail_lvl3_std + wav_detail_lvl4_std
6,0.6598071091606222,wav_detail_lvl5_std + mfcc_1 + NDSI + spec_kurtosis + mfcc_var + wav_detail_lvl3_std
7,0.6595196977915271,wav_detail_lvl5_std + wav_approx_std + spec_skew + spec_kurtosis + mfcc_var + wav_detail_lvl3_std + wav_detail_lvl4_std
6,0.6593363783384625,spec_skew + NDSI + spec_kurtosis + mfcc_var + wav_detail_lvl3_std + wav_detail_lvl4_std
4,0.6591888664135567,wav_approx_std + spec_kurtosis + wav_detail_lvl3_std + wav_detail_lvl4_std
7,0.6591406295666384,wav_detail_lvl5_std + wav_approx_std + spec_skew + mfcc_1 + spec_kurtosis + wav_detail_lvl3_std + wav_detail_lvl4_std
5,0.6590368856605677,wav_detail_lvl5_std + spec_skew + NDSI + wav_detail_lvl3_std + wav_detail_lvl4_std
4,0.6590290642196742,wav_approx_std + mfcc_1 + mfcc_var + wav_detail_lvl3_std
8,0.6589791822780608,mfcc_mean + wav_detail_lvl5_std + wav_approx_std + spec_skew + mfcc_1 + mfcc_var + wav_detail_lvl3_std + wav_detail_lvl4_std
6,0.6588853550872736,mfcc_mean + wav_detail_lvl5_std + wav_approx_std + NDSI + wav_detail_lvl3_std + wav_detail_lvl4_std
6,0.6588138436498069,mfcc_mean + wav_detail_lvl5_std + spec_skew + mfcc_1 + wav_detail_lvl3_std + wav_detail_lvl4_std
5,0.6587839505644127,wav_detail_lvl5_std + wav_approx_std + NDSI + wav_detail_lvl3_std + wav_detail_lvl4_std
4,0.6585987932063204,wav_detail_lvl5_std + NDSI + mfcc_var + wav_detail_lvl3_std
8,0.6584964765396659,mfcc_mean + wav_detail_lvl5_std + wav_approx_std + spec_skew + spec_kurtosis + mfcc_var + wav_detail_lvl3_std + wav_detail_lvl4_std
8,0.6583752627123195,mfcc_mean + wav_detail_lvl5_std + spec_skew + mfcc_1 + spec_kurtosis + mfcc_var + wav_detail_lvl3_std + wav_detail_lvl4_std
9,0.6583750913019148,mfcc_mean + wav_detail_lvl5_std + wav_approx_std + spec_skew + mfcc_1 + NDSI + spec_kurtosis + wav_detail_lvl3_std + wav_detail_lvl4_std
4,0.6583443702749188,mfcc_1 + NDSI + spec_kurtosis + wav_detail_lvl3_std
5,0.6582950468853459,mfcc_mean + wav_approx_std + NDSI + mfcc_var + wav_detail_lvl3_std
7,0.6582307538487637,spec_skew + mfcc_1 + NDSI + spec_kurtosis + mfcc_var + wav_detail_lvl3_std + wav_detail_lvl4_std
5,0.6579950176959127,mfcc_mean + wav_approx_std + mfcc_1 + NDSI + wav_detail_lvl3_std
7,0.6578585102420719,mfcc_mean + spec_skew + mfcc_1 + NDSI + spec_kurtosis + wav_detail_lvl3_std + wav_detail_lvl4_std
4,0.6576611122466554,spec_skew + NDSI + mfcc_var + wav_detail_lvl3_std
7,0.6576602782244809,mfcc_mean + wav_detail_lvl5_std + spec_skew + mfcc_1 + mfcc_var + wav_detail_lvl3_std + wav_detail_lvl4_std
10,0.6576550913047692,mfcc_mean + wav_detail_lvl5_std + wav_approx_std + spec_skew + mfcc_1 + NDSI + spec_kurtosis + mfcc_var + wav_detail_lvl3_std + wav_detail_lvl4_std
6,0.6574861392709546,wav_detail_lvl5_std + spec_skew + mfcc_1 + NDSI + mfcc_var + wav_detail_lvl3_std
4,0.6574548963813323,NDSI + spec_kurtosis + mfcc_var + wav_detail_lvl3_std
