Algoritmo,F1_Macro,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Hiperparametros,Lista_Features,Dry_F1,Dry_Precision,Dry_Recall,Dry_PR_AUC,Wet_F1,Wet_Precision,Wet_Recall,Wet_PR_AUC
SGD,0.9564461333706921,0.956840301932727,0.9564553093964858,0.9564553093964858,0.9908591556567002,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_detail_lvl5_std', 'spec_kurtosis', 'wav_detail_lvl3_std']",0.9558139534883721,0.970102281667978,0.9419404125286478,0.9923993491375792,0.9570783132530121,0.9435783221974758,0.970970206264324,0.9908591556567002
SGD,0.9564430060297828,0.9569716250522189,0.9564553093964858,0.9564553093964858,0.9935738972616455,"{'alpha': [0.001], 'penalty': ['l2']}","['mfcc_mean', 'wav_approx_std', 'spec_kurtosis', 'wav_detail_lvl3_std']",0.9557109557109557,0.9723320158102767,0.9396485867074102,0.9945982522850563,0.9571750563486101,0.9416112342941612,0.9732620320855615,0.9935738972616455
RF,0.9564259121370067,0.9576904328448782,0.9564553093964858,0.9564553093964858,0.9908248424746968,"{'n_estimators': [100], 'max_depth': [10]}","['spec_skew', 'wav_detail_lvl4_std']",0.9552941176470588,0.9814665592264303,0.93048128342246,0.9921704440667666,0.9575577066269546,0.9339143064633261,0.9824293353705118,0.9908248424746968
SGD,0.9560728192927677,0.9560948990311662,0.9560733384262796,0.9560733384262796,0.9937112848161832,"{'alpha': [0.001], 'penalty': ['l2']}","['mfcc_mean', 'mfcc_1', 'mfcc_var', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.9559218091222691,0.9592307692307692,0.9526355996944232,0.9943853914140903,0.9562238294632661,0.952959028831563,0.959511077158136,0.9937112848161832
SGD,0.9560679478126852,0.9562972954035874,0.9560733384262796,0.9560733384262796,0.990220175442494,"{'alpha': [0.001], 'penalty': ['l2']}","['spec_skew', 'mfcc_1', 'spec_kurtosis', 'mfcc_var']",0.9555813055233681,0.96640625,0.944996180290298,0.9919055145754073,0.9565545901020023,0.9461883408071748,0.9671504965622613,0.990220175442494
SGD,0.9560671785328478,0.9563292691472216,0.9560733384262796,0.9560733384262796,0.9945239405735876,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_approx_std', 'wav_detail_lvl3_std']",0.9565873914684787,0.9455223880597015,0.9679144385026738,0.9948515685039954,0.9555469655972169,0.9671361502347418,0.9442322383498855,0.9945239405735876
SGD,0.9560654860223687,0.9563996271585558,0.9560733384262796,0.9560733384262796,0.9907494483954312,"{'alpha': [0.001], 'penalty': ['l2']}","['spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.9554781262098335,0.9686028257456829,0.9427043544690603,0.9922729346763999,0.9566528458349038,0.9441964285714286,0.9694423223834988,0.9907494483954312
LR,0.9560645627798683,0.9564380134009924,0.9560733384262796,0.9560733384262796,0.9916804099923038,{'C': [1.0]},"['spec_kurtosis', 'mfcc_var', 'wav_detail_lvl3_std', 'wav_detail_lvl4_std']",0.9554436265013561,0.9693396226415094,0.9419404125286478,0.9930912395266045,0.9566854990583804,0.9435364041604755,0.9702062643239114,0.9916804099923038
SGD,0.9560635882040213,0.956478539218206,0.9560733384262796,0.9560733384262796,0.9913515796588136,"{'alpha': [0.001], 'penalty': ['l2']}","['wav_detail_lvl5_std', 'spec_skew']",0.9554090732842186,0.9700787401574803,0.9411764705882353,0.9928742556552576,0.9567181031238239,0.9428783382789317,0.970970206264324,0.9913515796588136
SGD,0.9560635882040213,0.956478539218206,0.9560733384262796,0.9560733384262796,0.9908774418872496,"{'alpha': [0.001], 'penalty': ['l2']}","['spec_kurtosis', 'mfcc_var', 'wav_detail_lvl4_std']",0.9554090732842186,0.9700787401574803,0.9411764705882353,0.9923977815401708,0.9567181031238239,0.9428783382789317,0.970970206264324,0.9908774418872496
