Algoritmo,F1_Macro,Precision_Macro,Recall_Macro,Accuracy,PR_AUC_Macro,Melhores_Hiperparametros,Lista_Features,Dry_F1,Dry_Precision,Dry_Recall,Dry_PR_AUC,Wet_F1,Wet_Precision,Wet_Recall,Wet_PR_AUC
RF,0.9103596127820015,0.9145667854983635,0.9103450232663716,0.9106145251396648,0.9793053798237606,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_5', 'mfcc_3', 'mfcc_11', 'zcr_mean', 'mfcc_8']",0.9151398264223722,0.8754612546125461,0.9585858585858585,0.9791033470246019,0.9055793991416309,0.9536723163841808,0.8621041879468846,0.9793053798237606
RF,0.9103397601084583,0.9149065024704547,0.9103336738168198,0.9106145251396648,0.9741655462062827,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_11', 'spec_centroid', 'zcr_mean', 'mfcc_8']",0.9153031761308951,0.8740808823529411,0.9606060606060606,0.9757842440617882,0.9053763440860215,0.9557321225879682,0.8600612870275791,0.9741655462062827
RF,0.9103397601084583,0.9149065024704547,0.9103336738168198,0.9106145251396648,0.9732822866448838,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_11', 'mfcc_10', 'spec_centroid', 'zcr_mean', 'mfcc_8', 'spec_rolloff']",0.9153031761308951,0.8740808823529411,0.9606060606060606,0.9746757857951555,0.9053763440860215,0.9557321225879682,0.8600612870275791,0.9732822866448838
RF,0.9103191559839676,0.9152606705343307,0.9103223243672682,0.9106145251396648,0.977845565610691,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_3', 'mfcc_11', 'mfcc_10', 'zcr_mean', 'mfcc_8', 'ACI']",0.9154658981748319,0.8727106227106227,0.9626262626262626,0.9784553296592183,0.9051724137931034,0.9578107183580388,0.8580183861082737,0.977845565610691
RF,0.9103191559839676,0.9152606705343307,0.9103223243672682,0.9106145251396648,0.9786520092709037,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_3', 'mfcc_11', 'zcr_mean', 'mfcc_8']",0.9154658981748319,0.8727106227106227,0.9626262626262626,0.9794414197919572,0.9051724137931034,0.9578107183580388,0.8580183861082737,0.9786520092709037
RF,0.9098647711646304,0.9138086398146528,0.909845647486097,0.9101066531234129,0.9752535906676743,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_11', 'mfcc_8', 'spec_rolloff']",0.914534041525833,0.876040703052729,0.9565656565656566,0.9763729838398056,0.9051955008034279,0.9515765765765766,0.8631256384065373,0.9752535906676743
RF,0.9098551658046969,0.9139710985911971,0.9098399727613211,0.9101066531234129,0.9793068095503255,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_5', 'mfcc_3', 'mfcc_11', 'mfcc_10', 'spec_centroid', 'mfcc_8', 'spec_rolloff', 'ACI']",0.914616497829233,0.8753462603878116,0.9575757575757575,0.9803092436860038,0.9050938337801608,0.9525959367945824,0.8621041879468846,0.9793068095503255
RF,0.9098551658046969,0.9139710985911971,0.9098399727613211,0.9101066531234129,0.9764131776427082,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_3', 'mfcc_11', 'spec_rolloff', 'ACI']",0.914616497829233,0.8753462603878116,0.9575757575757575,0.977320280558239,0.9050938337801608,0.9525959367945824,0.8621041879468846,0.9764131776427082
RF,0.9098148569370231,0.9146568841358893,0.9098172738622177,0.9101066531234129,0.9717432602372937,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_11', 'mfcc_10', 'spec_centroid', 'mfcc_8']",0.9149447381066795,0.8725939505041247,0.9616161616161616,0.9744588678154361,0.9046849757673667,0.9567198177676538,0.8580183861082737,0.9717432602372937
RF,0.9098148569370231,0.9146568841358893,0.9098172738622177,0.9101066531234129,0.9773364468959141,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_3', 'mfcc_11', 'mfcc_10', 'spec_centroid', 'zcr_mean', 'mfcc_8', 'spec_rolloff', 'ACI']",0.9149447381066795,0.8725939505041247,0.9616161616161616,0.975544650987903,0.9046849757673667,0.9567198177676538,0.8580183861082737,0.9773364468959141
RF,0.9098043072336317,0.9148373627108164,0.9098115991374418,0.9101066531234129,0.9758337900276918,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_11', 'mfcc_10', 'mfcc_8', 'spec_rolloff', 'ACI']",0.915026404224676,0.8719121683440073,0.9626262626262626,0.9759709296186266,0.9045822102425876,0.9577625570776256,0.856996935648621,0.9758337900276918
RF,0.9098043072336317,0.9148373627108164,0.9098115991374418,0.9101066531234129,0.9781981624643553,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_3', 'mfcc_11', 'spec_centroid', 'zcr_mean', 'mfcc_8']",0.915026404224676,0.8719121683440073,0.9626262626262626,0.9800596712627079,0.9045822102425876,0.9577625570776256,0.856996935648621,0.9781981624643553
RF,0.9093208937460544,0.9138794067570275,0.909317898081943,0.909598781107161,0.9789336824298315,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_5', 'mfcc_3', 'mfcc_11', 'spec_centroid', 'zcr_mean', 'mfcc_8', 'ACI']",0.9143407122232916,0.8731617647058824,0.9595959595959596,0.9794441622538648,0.9043010752688172,0.9545970488081725,0.8590398365679265,0.9789336824298315
RF,0.9093105696779001,0.9140542317687947,0.9093122233571671,0.909598781107161,0.9755425439381998,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_11', 'spec_centroid', 'mfcc_8']",0.9144230769230769,0.8724770642201835,0.9606060606060606,0.9764204526138109,0.9041980624327234,0.9556313993174061,0.8580183861082737,0.9755425439381998
RF,0.909289351032265,0.9144147296944372,0.9093008739076155,0.909598781107161,0.977799346708863,"{'n_estimators': 100, 'max_depth': 10}","['mfcc_6', 'mfcc_5', 'mfcc_3', 'mfcc_11', 'spec_centroid', 'mfcc_8', 'spec_rolloff']",0.9145873320537428,0.8711151736745887,0.9626262626262626,0.9796289803941395,0.9039913700107874,0.9577142857142857,0.8559754851889684,0.977799346708863
